0.35	0.006	2.858e-10
0.3502	0.006	3.501e-10
0.3504	0.006	3.22e-10
0.3506	0.006	1.6438e-10
0.3508	0.006	8.241e-11
0.351	0.006	2.7526e-10
0.3512	0.006	4.423e-11
0.3514	0.006	2.5297e-10
0.3516	0.006	2.431e-11
0.3518	0.006	3.4154e-10
0.352	0.006	4.224e-11
0.3522	0.006	6.99e-12
0.3524	0.006	5.3116e-10
0.3526	0.006	7.215e-11
0.3528	0.006	3.8966e-10
0.353	0.006	3.4152e-10
0.3532	0.006	5.8944e-10
0.3534	0.006	2.2966e-10
0.3536	0.006	1.5646e-10
0.3538	0.006	5.548e-11
0.354	0.006	1.0831e-10
0.3542	0.006	4.6344e-10
0.3544	0.006	2.6947e-10
0.3546	0.006	5.5151e-10
0.3548	0.006	4.9349e-10
0.355	0.006	2.1558e-10
0.3552	0.006	5.5514e-10
0.3554	0.006	2.582e-11
0.3556	0.006	2.808e-10
0.3558	0.006	2.5712e-10
0.356	0.006	3.375e-10
0.3562	0.006	2.9104e-10
0.3564	0.006	3.5313e-10
0.3566	0.006	2.3105e-10
0.3568	0.006	5.9509e-10
0.357	0.006	3.626e-11
0.3572	0.006	3.34e-11
0.3574	0.006	1.3409e-10
0.3576	0.006	1.2004e-10
0.3578	0.006	4.15e-11
0.358	0.006	1.332e-11
0.3582	0.006	2.7204e-10
0.3584	0.006	1.1676e-10
0.3586	0.006	6.3e-12
0.3588	0.006	2.8222e-10
0.359	0.006	2.294e-11
0.3592	0.006	2.9578e-10
0.3594	0.006	1.6748e-10
0.3596	0.006	2.809e-10
0.3598	0.006	1.2565e-10
0.36	0.006	7.2e-13
0.3602	0.006	1.0143e-10
0.3604	0.006	1.0686e-10
0.3606	0.006	4.799e-11
0.3608	0.006	2.4117e-10
0.361	0.006	2.5557e-10
0.3612	0.006	2.9464e-10
0.3614	0.006	3.2462e-10
0.3616	0.006	2.9227e-10
0.3618	0.006	3.0089e-10
0.362	0.006	1.1558e-10
0.3622	0.006	9.137e-11
0.3624	0.006	8.89e-11
0.3626	0.006	3.4566e-10
0.3628	0.006	6.108e-11
0.363	0.006	2.9814e-10
0.3632	0.006	5.9802e-10
0.3634	0.006	3.7344e-10
0.3636	0.006	3.72e-10
0.3638	0.006	2.0089e-10
0.364	0.006	2.7815e-10
0.3642	0.006	6.312e-11
0.3644	0.006	8.593e-11
0.3646	0.006	4.9911e-10
0.3648	0.006	4.048e-10
0.365	0.006	8.65e-11
0.3652	0.006	8.74e-11
0.3654	0.006	4.551e-10
0.3656	0.006	1.745e-10
0.3658	0.006	4.708e-10
0.366	0.006	4.256e-10
0.3662	0.006	1.4273e-10
0.3664	0.006	6.0736e-10
0.3666	0.006	2.6848e-10
0.3668	0.006	5.3766e-10
0.367	0.006	3.3079e-10
0.3672	0.006	3.7807e-10
0.3674	0.006	1.8496e-10
0.3676	0.006	3.9017e-10
0.3678	0.006	4.4849e-10
0.368	0.006	3.6051e-10
0.3682	0.006	5.7684e-10
0.3684	0.006	2.5732e-10
0.3686	0.006	4.9542e-10
0.3688	0.006	1.7081e-10
0.369	0.006	3.3659e-10
0.3692	0.006	3.2953e-10
0.3694	0.006	3.8209e-10
0.3696	0.006	2.0919e-10
0.3698	0.006	5.986e-11
0.37	0.006	1.5499e-10
0.3702	0.006	1.7399e-10
0.3704	0.006	3.4846e-10
0.3706	0.006	1.2493e-10
0.3708	0.006	2.4655e-10
0.371	0.006	2.5514e-10
0.3712	0.006	3.69e-11
0.3714	0.006	1.1254e-10
0.3716	0.006	4.6707e-10
0.3718	0.006	8.922e-11
0.372	0.006	1.7885e-10
0.3722	0.006	4.1442e-10
0.3724	0.006	2.7399e-10
0.3726	0.006	3.098e-10
0.3728	0.006	9.269e-11
0.373	0.006	5.6116e-10
0.3732	0.006	4.4954e-10
0.3734	0.006	2.321e-11
0.3736	0.006	2.7043e-10
0.3738	0.006	3.2936e-10
0.374	0.006	2.2031e-10
0.3742	0.006	3.0112e-10
0.3744	0.006	5.2882e-10
0.3746	0.006	2.0325e-10
0.3748	0.006	8.907e-11
0.375	0.006	1.5442e-10
0.3752	0.006	1.086e-11
0.3754	0.006	3.625e-11
0.3756	0.006	3.719e-11
0.3758	0.006	2.1925e-10
0.376	0.006	1.0441e-10
0.3762	0.006	1.3314e-10
0.3764	0.006	2.065e-10
0.3766	0.006	9.128e-11
0.3768	0.006	2.5754e-10
0.377	0.006	2.731e-10
0.3772	0.006	3.0563e-10
0.3774	0.006	4.4116e-10
0.3776	0.006	1.7653e-10
0.3778	0.006	1.7799e-10
